id,question,options,answer,notes,Tags,questionPre
220201011,下列关于法人合并与分立的说法中，正确的是{{c1::}}。,法人分立的，其权利和义务一律由分立后的法人享有连带债权，承担连带债务<br>||法人合并的，其权利和义务由合并前的法人享有和承担<br>||法人合并的，其权利和义务由合并后的法人享有和承担<br>||法人分立的，其权利和义务一律由分立前的法人享有连带债权，承担连带债务<br>,3,参考解析： 选项AD错误，根据规定，法人分立的，其权利和义务由“分立后”的法人享有连带债权，承担连带债务，“但是债权人和债务人另有约定的除外”；选项B错误，法人合并的，其权利和义务由“合并后”的法人享有和承担。<br>,总论,
220201012,下列主体中，属于非法人组织的是{{c1::}}。,基金会<br>||上市公司<br>||社会团体<br>||个人独资企业<br>,4,参考解析： 非法人组织包括个人独资企业、合伙企业、不具有法人资格的专业服务机构等。<br>,总论,
220201013,下列关于法律主体权利能力的说法中，正确的是{{c1::}}。,权利能力，是法律主体能够通过自己的行为实际取得权利和履行义务的能力<br>||权利能力是自然人独有的资格，法人和非法人组织均无权利能力<br>||不满8周岁的自然人，不具有民事权利能力<br>||自然人的民事权利能力一律平等<br>,4,参考解析：选项A错误，权利能力，是法律主体能够参加某种法律关系，依法享有一定权利和承担一定义务的法律资格；选项B错误，法人亦享有权利能力，由法人成立时的宗旨和业务范围决定；选项C错误，自然人自出生时起到死亡时止，具有民事权利能力。<br>,总论,
220201014,根据《民法典》的规定，下列自然人中，属于限制民事行为能力人的是{{c1::}}。,赵某，16周岁，在某超市上班<br>||王某，15周岁，在校学生<br>||张某，20周岁，辍学在家赋闲<br>||李某，10周岁，不能辨认自己行为<br>,2,参考解析：选项A，16周岁以上（≥16周岁）的未成年人，以自己的劳动收入为主要生活来源的，视为完全民事行为能力人；选项C，属于完全民事行为能力人；选项D，属于无民事行为能力人。<br>,总论,
220201015,经济主体违反经济法律规定，应承担民事责任的方式是{{c1::}}。,罚款<br>||赔偿损失<br>||罚金<br>||暂扣或吊销许可证<br>,2,参考解析：根据规定，经济主体承担民事责任的方式有：停止侵害；排除妨碍；消除危险；返还财产；恢复原状；修理、重作、更换；继续履行；赔偿损失；支付违约金；消除影响、恢复名誉；赔礼道歉等。罚款、暂扣或吊销许可证属于行政责任。罚金属于刑事责任。 【易错提示】注意民事责任、行政责任和刑事责任的划分。<br>,总论,
220201016,下列法律责任形式中，属于行政责任的是{{c1::}}。,没收违法所得<br>||赔偿损失<br>||剥夺政治权利<br>||恢复原状<br>,1,参考解析： 选项C，属于刑事责任中的附加刑；选项BD，属于民事责任。<br>,总论,
220201017,下列规范性文件中，属于规章的有{{c1::}}。,国务院发布的《企业财务会计报告条例》<br>||上海市人民政府发布的《上海市旅馆业管理办法》<br>||财政部发布的《金融企业国有资产转让管理办法》<br>||北京市人大常委会发布的《北京市城乡规划条例》<br>,2||3,参考解析：规章包括部门规章和地方政府规章。选项A属于行政法规；选项B属于地方政府规章；选项C属于部门规章；选项D属于地方性法规。<br>,总论,
220201018,下列属于我国法的终止方式的有{{c1::}}。,由新法明确规定旧法废止<br>||由有权的国家机关发布专门的决议、决定，废除某些法律<br>||同一国家机关制定的新法与旧法对同一事项规定相冲突时，旧法中的相应条款效力终止，即新法优于旧法适用<br>||完成一定历史任务后终止不再适用<br>,1||2||3||4,参考解析：<br>,总论,
220201019,下列关于法的效力等级及其适用规则的表述中，正确的有{{c1::}}。,上位法优于下位法<br>||特别法优于一般法<br>||行政法规之间对同一事项的新的一般规定与旧的特别规定不一致，不能确定如何适用时，由国务院裁决<br>||法律之间对同一事项的新的一般规定与旧的特别规定不一致，不能确定如何适用时，由全国人大常委会裁决<br>,1||2||3||4,参考解析：<br>,总论,
220201020,下列各项中，能够引起法律关系发生、变更和消灭的事实的有{{c1::}}。,暴雨导致投保汽车受损<br>||知名艺人涉嫌犯罪被刑拘<br>||知名企业出资100亿元设立共同富裕支持基金<br>||环球影城向社会开放游览<br>,1||2||3||4,参考解析：选项A属于法律事实中的法律事件（引起保险赔偿等法律关系产生）；选项BCD均属于法律事实中的法律行为。<br>,总论,
220201021,根据民事法律制度的规定，下列属于法律事件的有{{c1::}}。,自然人的出生与死亡<br>||收养孤儿<br>||爆发战争<br>||签发支票<br>,1||3,参考解析： 选项AC，自然人的出生与死亡和爆发战争是当事人无法控制、无法预见的事件，属于法律事件。选项BD，收养孤儿和签发支票则是人有意识的行为，可以产生相应的法律后果，属于法律行为。<br>,总论,
220201022,根据民事法律制度的规定，下列属于法律关系客体的有{{c1::}}。,电力和热力<br>||实用新型<br>||微博账号<br>||完成一定劳务的行为<br>,1||2||3||4,参考解析：选项A属于法律关系客体中的“物”；选项B属于“智力成果”；选项C属于“信息、数据、网络虚拟财产”；选项D属于“行为”。<br>,总论,
220201023,张三、李四和王五设立甲公司，根据民事法律制度规定，下列关于设立甲公司过程中所涉规则的说法中，正确的有{{c1::}}。,张三为设立甲公司从事的民事活动，其法律后果由甲公司承受<br>||李四为设立甲公司以李四名义从事民事活动产生的民事责任，其法律后果由甲公司承受<br>||甲公司设立失败未成立的，其法律后果由设立人张三、李四和王五承受<br>||甲公司设立失败未成立的，其法律后果只能由一名设立人承受<br>,1||3,"参考解析： 选项B错误,设立人为设立法人以“自己的名义”从事民事活动产生的民事责任，第三人有权选择请求法人或者设立人承担；选项D错误，法人未成立的，其法律后果由设立人承受，设立人为二人以上的，享有连带债权，承担连带债务。<br>",总论,
220201024,根据民事法律制度的规定，下列选项中，属于法人解散的情形有{{c1::}}。,法人章程规定的存续期间届满或者法人章程规定的其他解散事由出现<br>||法人的权力机构决议解散<br>||法人连续亏损<br>||法人依法被吊销营业执照<br>,1||2||4,参考解析：有下列情形之一的，法人解散：①法人章程规定的存续期间届满或者法人章程规定的其他解散事由出现；②法人的权力机构决议解散；③因法人合并或者分立需要解散；④法人依法被吊销营业执照、登记证书，被责令关闭或者被撤销；⑤法律规定的其他情形。<br>,总论,
220201025,根据民事法律制度的规定，下列关于法人清算的说法中，正确的有{{c1::}}。,法人解散的，一律需要清算<br>||法人进入清算期间，法人资格即终止<br>||清算结束并完成法人注销登记时，法人终止；依法不需要办理法人登记的，清算结束时，法人终止<br>||清算期间，清算义务人不得从事与清算无关的活动<br>,3||4,参考解析：选项A错误，法人解散的，除合并或者分立的情形外，清算义务人应当及时组成清算组进行清算；选项B错误，清算期间法人存续，但是不得从事与清算无关的活动。<br>,总论,
220201026,下列选项中，属于特别法人的有{{c1::}}。,国家机关<br>||登记为法人的清真寺<br>||城镇农村的合作经济组织法人<br>||农村集体经济组织法人<br>,1||3||4,"参考解析： 选项B,依法设立的宗教活动场所，具备法人条件的，可以申请法人登记，取得捐助法人资格，属于“非营利法人”。<br>",总论,
220201027,齐某今年17周岁，先天双臂残疾，但是精神状况正常，且天生练就双脚写书法的绝活，目前在一家书法协会工作，工作稳定。关于该情况，下列说法正确的有{{c1::}}。,齐某具有民事权利能力<br>||齐某是限制民事行为能力人<br>||应将齐某视为完全民事行为能力人<br>||齐某是无民事行为能力人<br>,1||3,参考解析：自然人的权利能力始于出生，终于死亡，因此选项A的说法正确；16周岁以上不满18周岁的自然人，以自己的劳动收入为主要生活来源的，视为完全民事行为能力人，因此选项C的说法正确。<br>,总论,
220201028,小明今年15周岁，因贩卖毒品被羁押，下列关于小明刑事责任能力的说法中，正确的有{{c1::}}。,应当负刑事责任<br>||应当从轻或减轻刑事处罚<br>||可以从轻或减轻刑事处罚<br>||不负刑事责任<br>,1||2,参考解析：已满14周岁不满16周岁的人，犯故意杀人、故意伤害致人重伤或者死亡、强奸、抢劫、贩卖毒品、放火、爆炸、投放危险物质罪的，应当负刑事责任。同时，已满12周岁不满18周岁的人犯罪，“应当”从轻或者减轻处罚。<br>,总论,
220201029,下列法律责任中，属于行政处罚的有{{c1::}}。,限制开展生产经营活动<br>||限制从业<br>||支付违约金<br>||罚金<br>,1||2,参考解析：选项C，属于民事责任；选项D，属于刑事责任中的附加刑。 【易错提示】罚款属于行政责任；罚金属于刑事责任。<br>,总论,
220201030,下列责任形式中，属于刑事责任的有{{c1::}}。,记过<br>||赔礼道歉<br>||拘役<br>||罚金<br>,3||4,参考解析：选项A，属于行政责任中的行政处分；选项B，属于民事责任；选项C，属于刑事责任中的主刑；选项D，属于刑事责任中的附加刑。<br>,总论,
220201031,王某见一辆汽车停在自家车位上，遂电话告知车主李某挪车。王某在等待期间怒火难消，用随身携带的喷漆将李某的车辆漆面喷毁，李某报警，王某被刑拘。后经鉴定，车损达到9000元。后家人积极主张赔偿李某车辆损失，人民法院依法判处王某拘役1个月。下列关于本案涉及法律责任的说法中，正确的有{{c1::}}。,赔偿李某车辆损失属于行政责任<br>||判处王某1个月拘役属于行政责任<br>||李某私自占用王某的车位，应承担排除妨碍的民事责任<br>||故意损害车辆造成的损失，王某应承担赔偿损失的民事责任<br>,3||4,参考解析： 选项A错误、D正确，赔偿损失属于民事责任；选项B错误，拘役、管制、有期徒刑、无期徒刑、死刑属于刑事责任中的主刑。<br>,总论,
220201032,法律、行政法规、地方性法规、自治条例和单行条例、规章不溯及既往，但为了更好地保护公民、法人和其他组织的权利和利益而作的特别规定除外。{{c1::}},对<br>||错<br>,1,参考解析：<br>,总论,
220201033,全国人民代表大会常务委员会制定的《中华人民共和国公司法》，其法律效力高于国务院制定的《中华人民共和国市场主体登记管理条例》。{{c1::}},对<br>||错<br>,1,参考解析：法律的效力优于行政法规。<br>,总论,
220201034,张老师养的一只母猫生了三只小猫，这属于法律事实中的法律事件。{{c1::}},对<br>||错<br>,1,参考解析：母猫生小猫属于自然事件，此事件让张老师获得了小猫的所有权，即事件导致所有权的发生。<br>,总论,
220201035,某网络带货主播通过虚假申报方式逃税10亿元，其逃税行为属于法律行为中的积极行为和违法行为。{{c1::}},对<br>||错<br>,1,参考解析：违法行为是指行为人实施的违反法律规范的要求、应承担不利的法律后果的行为。积极行为（作为）是主动作用于客体的、具有法律意义的行为。<br>,总论,
220201036,法律关系客体中的物，仅指有体物，不包括无体物。{{c1::}},对<br>||错<br>,2,参考解析：法律关系客体中的“物”，不仅包括有体物，也包括某种权利，如应收账款、知识产权等，依照物权法律制度规定，在特定的法律关系中（如质押）成为物权客体。<br>,总论,
220201037,法律予以保护的个人信息，是以电子或其他方式记录的与已识别或者可识别的自然人有关的各种信息，包括匿名化处理后的信息。{{c1::}},对<br>||错<br>,2,参考解析：个人信息，是以电子或其他方式记录的与已识别或者可识别的自然人有关的各种信息，“不包括”匿名化处理后的信息。<br>,总论,
220201038,自然人以户籍登记或者其他有效身份登记记载的居所为住所；经常居所与住所不一致的，经常居所视为住所。{{c1::}},对<br>||错<br>,1,参考解析：<br>,总论,
220201039,法人被宣告破产的，依法进行破产清算并完成法人注销登记时，法人终止。{{c1::}},对<br>||错<br>,1,参考解析：<br>,总论,
220201040,以取得利润并分配给股东等出资人为目的成立的法人，为特别法人。{{c1::}},对<br>||错<br>,2,参考解析：以取得利润并分配给股东等出资人为目的成立的法人，为营利法人。<br>,总论,
220201041,个人独资企业与合伙企业均具有法人资格。{{c1::}},对<br>||错<br>,2,参考解析：个人独资企业与合伙企业均属于非法人组织，不具有法人资格。<br>,总论,
220201042,非法人组织的财产不足以清偿债务的，其出资人或者设立人承担无限责任。法律另有规定的，依照其规定。{{c1::}},对<br>||错<br>,1,参考解析：<br>,总论,
220201043,某人醉酒后对女同事实施性侵犯，亦应负担刑事责任。{{c1::}},对<br>||错<br>,1,参考解析：<br>,总论,
220201044,甲、乙两家建筑公司因串通招标行为被住房建设管理部门依法降低了建筑资质等级，甲、乙公司承担的此法律责任为行政处分。{{c1::}},对<br>||错<br>,2,参考解析：暂扣许可证件、降低资质等级、吊销许可证件等法律责任形式，属于行政责任中的“行政处罚”。<br>,总论,
220201045,对犯罪分子不实行关押，但是限制其一定自由的刑事责任是拘役。{{c1::}},对<br>||错<br>,2,参考解析：管制，是对犯罪分子不实行关押，但是限制其一定的自由。<br>,总论,
220201046,对于应当判处死刑的犯罪分子，如果不是必须立即执行的，可以判处死刑同时宣告缓期两年执行。{{c1::}},对<br>||错<br>,1,参考解析：<br>,总论,
220202001,根据会计法律制度的规定，下列各项中，不属于会计核算内容的是{{c1::}}。,递延税款的余额调整<br>||货物买卖合同的审核<br>||有价证券溢价的摊销<br>||资本公积的增减变动<br>,2,参考解析：根据《会计法》规定，对于款项和有价证券的收付，财物的收发、增减和使用，债权债务的发生和结算，资本、基金的增减，收入、支出、费用、成本的计算，财务成果的计算和处理，以及需要办理会计手续、进行会计核算的其他事项，均应当办理会计手续、进行会计核算。选项B，不会发生直接的资金增减变动，不属于会计核算的范围。<br>,会计法律制度,
220202002,对记载不准确、不完整的原始凭证，会计人员应当{{c1::}}。,拒绝接受，并报告领导，要求查明原因<br>||应予以销毁，并报告领导，要求查明原因<br>||予以退回，并要求经办人员按规定进行更正、补充<br>||拒绝接受，且不能让经办人员进行更正、补充<br>,3,参考解析： 根据规定，会计机构、会计人员对不真实、不合法的原始凭证，不予受理；对记载不准确、不完整的原始凭证，予以退回，要求更正、补充。<br>,会计法律制度,
220202003,根据会计法律制度的规定，下列关于登记会计账簿基本要求的表述中，错误的是{{c1::}}。,在不设借贷等栏的多栏式账页中只登记增加数，不登记减少数<br>||会计账簿按页次顺序连续登记，不得跳行、隔页<br>||账簿中书写的文字和数字上面要留有适当空格，一般应占格距的二分之一<br>||按照红字记账凭证冲销错误记录时，可以用红色墨水记账<br>,1,参考解析：选项A错误，在不设借贷等栏的多栏式账页中用红字登记减少数。<br>,会计法律制度,
220202004,关于记账本位币，下列说法中，表述错误的是{{c1::}}。,业务收支以人民币以外的货币为主的单位，可以选定两种以上货币为记账本位币<br>||我国会计核算原则上以人民币为记账本位币<br>||记账本位币是指日常登记账簿和编制财务会计报告用以计量的货币<br>||以人民币以外的货币为记账本位币的，在编制财务会计报告时应折算成人民币<br>,1,参考解析：根据规定，业务收支以人民币以外的货币为主的单位，可以选定其中一种货币作为记账本位币，但是编报的财务会计报告应当折算成人民币。<br>,会计法律制度,
220202005,国有企业、国有控股的或者占主导地位的企业，应当向本企业的职工代表大会公布财务会计报告，该公布报告的时间要求是至少{{c1::}}。,每年一次<br>||每个月一次<br>||每个季度一次<br>||每半年一次<br>,1,参考解析：国有企业、国有控股的或者占主导地位的企业，应当至少每年一次向本企业的职工代表大会公布财务会计报告，并重点说明相关的事项。<br>,会计法律制度,
220202006,下列各项中，不属于会计档案的是{{c1::}}。,会计档案鉴定意见书<br>||银行对账单<br>||纳税申报表<br>||预算计划书<br>,4,参考解析：预算、计划、制度等文件材料，应当执行文书档案管理规定，不属于会计档案。<br>,会计法律制度,
220202007,关于会计档案的移交，表述错误的是{{c1::}}。,纸质会计档案移交时应当保持原卷的封装<br>||电子会计档案移交时应当将电子会计档案及其元数据一并移交，且文件格式应当符合国家档案管理的有关规定<br>||特殊格式的电子会计档案应当与其读取平台一并移交<br>||单位会计管理机构在办理会计档案移交时，应当编制会计档案移交清册，不需要办理移交手续<br>,4,参考解析：单位会计管理机构在办理会计档案移交时，应当编制会计档案移交清册，并按照国家档案管理的有关规定办理移交手续。<br>,会计法律制度,
220202008,下列关于会计档案保管期限，说法正确的是{{c1::}}。,单位会计管理机构临时保管会计档案最长不超过3年<br>||会计档案保管期限从单位会计管理机构向档案管理机构移交会计档案之日起开始计算<br>||会计档案保管期限分为不定期与定期两类<br>||企业固定资产卡片的保管期限，应自卡片建立起5年<br>,1,参考解析：根据规定，会计档案的保管期限是从会计年度终了后的第一天算起，因此选项B的说法错误；会计档案保管期限分为永久与定期两类，因此选项C的说法错误；企业固定资产卡片的保管期限，应自固定资产报废清理后5年，因此选项D的说法错误。<br>,会计法律制度,
220202009,根据《会计档案管理办法》的规定，下列属于永久保管期限的会计档案是{{c1::}}。,纳税申报表<br>||会计档案销毁清册<br>||银行存款余额调节表<br>||明细账<br>,2,参考解析：根据规定，纳税申报表、银行对账单、银行存款余额调节表和月度、季度、半年度财务会计报告保存期限为10年；明细账保存期限为30年。<br>,会计法律制度,
220202010,在我国，单位内部会计监督的主体一般是{{c1::}}。,财政、税务、审计机关<br>||注册会计师及其事务所<br>||本单位的会计机构和会计人员<br>||本单位的内部审计机构及人员<br>,3,参考解析：我国单位内部会计监督的主体是各单位的会计机构和会计人员。<br>,会计法律制度,
220202011,根据《会计基础工作规范》的规定，内部会计监督的对象是{{c1::}}。,单位的货币资金<br>||单位的财产物资<br>||单位的经济活动<br>||单位的财务工作<br>,3,参考解析： 根据规定，内部会计监督的对象为单位的经济活动。<br>,会计法律制度,
220202012,会计机构、会计人员发现会计账簿记录与实物、款项及有关资料不相符的，按照规定有权自行处理的应当及时处理，无权处理的应当{{c1::}}。,予以退回<br>||要求更正<br>||拒绝办理<br>||立即向单位负责人报告，请求查明原因，作出处理<br>,4,参考解析：会计机构、会计人员应当对实物、款项进行监督，督促建立并严格执行财产清查制度。发现账簿记录与实物、款项不符时，应当按照国家有关规定进行处理。超出会计机构、会计人员职权范围的，应当立即向本单位领导报告，请求查明原因，作出处理。<br>,会计法律制度,
220202013,财政部门代表国家对单位和单位中的相关人员的会计行为实施监督检查，及对发现违法会计行为实施行政处罚，属于会计工作的{{c1::}}。,群众监督<br>||社会监督<br>||单位内部监督<br>||政府监督<br>,4,参考解析：<br>,会计法律制度,
220202014,企业定期将银行对账单与银行存款日记账进行核对，编制银行存款余额调节表，该项工作性质是{{c1::}}。,账表核对<br>||账账核对<br>||账证相符<br>||财产清查<br>,4,参考解析：财产清查制度是通过定期或不定期、全面或部分地对各项财产物资进行实地盘点和对库存现金、银行存款、债权债务进行清查核实的一种制度。<br>,会计法律制度,
220202015,根据会计法律制度的规定，下列各项中，不属于代理记账业务范围的是{{c1::}}。,出具审计报告<br>||填制记账凭证<br>||编制财务会计报告<br>||登记会计账簿<br>,1,参考解析：代理记账业务范围包括审核原始凭证、填制记账凭证、登记会计账簿、编制财务会计报告等。选项A，审计报告由注册会计师出具，审计报告上应当有注册会计师的签名和盖章以及会计师事务所的名称、地址和盖章，不属于代理记账业务范围。<br>,会计法律制度,
220202016,下列关于会计机构和会计人员的说法中，正确的是{{c1::}}。,各单位必须设置会计机构<br>||各单位应当根据会计业务需要设置会计工作岗位<br>||国有企业单位负责人的直系亲属可在本单位担任会计机构负责人<br>||会计人员办理交接手续，由单位负责人负责监交<br>,2,参考解析：选项A，不具备设置条件的，可以委托经批准设立从事会计代理记账业务的中介机构代理记账；选项C，国有企业单位负责人的直系亲属不能担任会计机构负责人、会计主管人员；选项D，一般会计人员办理交接手续时，由单位会计机构负责人、会计主管人员负责监交。<br>,会计法律制度,
220202017,根据《会计法》的规定，担任单位会计机构负责人的，除具备从事会计工作的能力外，还应当具备的法定条件是{{c1::}}。,具备会计师以上专业技术职务资格或从事会计工作3年以上的经历<br>||具备注册会计师资格或者从事会计工作3年的经历<br>||在国有控股公司中担任过总会计师职务<br>||具备助理会计师专业技术职务资格或从事会计工作5年以上的经历<br>,1,参考解析： 担任单位会计机构负责人（会计主管人员）的，应具备会计师以上专业技术职务资格“或者”从事会计工作三年以上的经历。<br>,会计法律制度,
220202018,根据《会计基础工作规范》的规定，单位下列岗位中属于会计岗位的是{{c1::}}。,会计电算化岗位<br>||医院门诊收费员岗位<br>||医院药品库房记账员岗位<br>||单位内部审计岗位<br>,1,参考解析：<br>,会计法律制度,
220202019,下列各项中，出纳人员可以做的工作是{{c1::}}。,稽核<br>||银行日记账的登记<br>||会计档案的保管<br>||收入、支出、费用账目的登记<br>,2,参考解析：出纳人员不得兼管会计档案保管，也不得兼任稽核以及收入、支出、费用、债权债务等账目的登记工作。<br>,会计法律制度,
220202020,下列关于国有企业的表述中，没有违背会计人员回避制度的是{{c1::}}。,法定代表人的妻子担任本单位财务部门经理<br>||财务科科长的同学担任本部门出纳员<br>||厂长的女婿担任财务部门的经理<br>||会计负责人的女儿担任本部门出纳<br>,2,参考解析：单位负责人的直系亲属不得担任本单位的会计机构负责人、会计主管人员；会计机构负责人、会计主管人员的直系亲属不得在本单位会计机构中担任出纳工作。<br>,会计法律制度,
220202021,张某准备参加2021年会计继续教育，以下选项中，张某当年继续教育符合规定学分要求的是{{c1::}}。,累计60学分，其中专业科目学分为40分<br>||累计90学分，其中公需科目学分为60分<br>||累计90学分，其中专业科目学分为60分<br>||累计60学分，其中公需科目学分为50分<br>,3,参考解析：专业技术人员参加继续教育实行学分制管理，每年累计不少于90学分，其中，专业科目一般不少于总学分的2/3。<br>,会计法律制度,
220202022,根据会计法律制度的规定，会计人员故意隐匿会计账簿，尚不构成犯罪的，一定期限内不得从事会计工作。该期限为{{c1::}}。,5年<br>||2年<br>||3年<br>||1年<br>,1,参考解析：隐匿或者故意销毁依法应当保存的会计凭证、会计账簿、财务会计报告，其中的会计人员，5年内不得从事会计工作。<br>,会计法律制度,
220202023,某国有企业厂长为了粉饰业绩，指使财务负责人采取虚提返利、推迟财务费用列账等手段，虚增利润1000多万元，造成极坏的社会影响。事发后该厂长以会计工作应当由会计机构负责人承担责任、自己不懂会计为由推脱责任。下列说法中正确的有{{c1::}}。,该国有企业厂长应对该事件负责<br>||该国有企业会计机构负责人对该事件负全责<br>||该国有企业厂长不得授意、指使、强令会计人员违法办理会计事项<br>||该国有企业厂长对本单位的会计工作和会计资料的真实性、完整性负责<br>,1||3||4,参考解析：选项B，应该是单位负责人对本单位的会计工作和会计资料的真实性、完整性负责。<br>,会计法律制度,
220202024,下列各项中，属于变造会计凭证行为的有{{c1::}}。,某公司为一客户虚开假发票一张，并按票面金额的10％收取好处费<br>||某业务员将购货发票上的金额50万元，用“消字灵”修改为80万元报账<br>||某企业出纳将一张报销凭证上的金额7000元涂改为9000元<br>||采购部门转来一张购货发票，原金额计算有误，出票单位已作更正并加盖出票单位公章<br>,2||3,参考解析： 变造会计凭证的行为，是指采取涂改、挖补以及其他方法改变会计凭证真实内容的行为。选项A，属于伪造会计凭证的行为；选项D，属于更正有误，不属于变造会计凭证。<br>,会计法律制度,
220202025,下列关于会计核算要求的说法中，错误的有{{c1::}}。,我国的会计年度为阴历的1月1日至12月31日<br>||业务收支以人民币以外的货币为主的单位，可以选择其中一种外币作为记账本位币来编制财务会计报告<br>||在民族自治地方，会计记录可以仅使用当地通用的一种民族文字<br>||使用电子计算机进行会计核算的，其使用的会计核算软件也必须符合国家统一的会计制度的规定<br>,1||2||3,参考解析：选项A，我国的会计年度为公历的1月1日至12月31日；选项B，业务收支以人民币以外的货币为主的单位，可以选择其中一种外币作为记账本位币，但是编制财务会计报告时必须折算为人民币；选项C，在民族自治地方，会计记录，在使用中文的前提下可以同时使用当地通用的一种民族文字。<br>,会计法律制度,
220202026,根据会计法律制度的规定，下列关于原始凭证的表述中，错误的有{{c1::}}。,原始凭证必须来源于单位外部<br>||除日期外，原始凭证记载的内容不得涂改<br>||对不真实的原始凭证，会计人员有权拒绝接受<br>||原始凭证金额有错误的，应当由出具单位更正并加盖印章<br>,1||2||4,"参考解析：选项A，原始凭证可能来源于单位外部，也有单位自制原始凭证；选项B,原始凭证记载的各项内容均不得涂改；选项D，原始凭证金额有错误的，应当由出具单位重开，不得在原始凭证上更正。<br>",会计法律制度,
