id,question,options,answer,notes,Tags,questionPre
220210018,深圳证券交易所某日的交易信息显示，万科A的股票集合竞价成交金额达到12.5亿元人民币。已知证券交易印花税率为1‰，假设不考虑其他因素，当日集合竞价阶段，该只股票的证券交易印花税缴纳金额是{{c1::}}。,125 000×1‰＝125（万元）<br>||125 000×1‰×2＝250（万元）<br>||125 000×1‰×3＝375（万元）<br>||0<br>,1,参考解析：本题考核印花税的计税依据。证券交易的计税依据，为成交金额。需要注意的是，这里仅对证券交易的“出让方”征收，不对受让方征收，因此A选项的计算过程正确。<br>,模拟试卷一,
220210019,某年甲服装公司（位于某县城）实际占地面积30 000平方米，其中办公楼占地500平方米，厂房仓库占地面积22 000平方米，厂区内铁路专用线、公路等用地7 500平方米。已知当地规定的城镇土地使用税每平方米年税额为5元。甲服装公司当年应缴纳城镇土地使用税税额的下列计算中，正确的是{{c1::}}。,30 000×5＝150 000（元）<br>||（30 000－7 500）×5＝112 500（元）<br>||（30 000－500）×5＝147 500（元）<br>||（30 000－22 000）×5＝40 000（元）<br>,1,参考解析：本题考核城镇土地使用税的计算。企业的铁路专用线、公路等用地，除另有规定外，在企业厂区以内的，应照章征收城镇土地使用税；在厂区以外、与社会公用地段未加隔离的，暂免征收城镇土地使用税。<br>,模拟试卷一,
220210020,甲隧道施工企业，2021年3月，由于其夜间频繁爆破山体产生突发噪声，经检测设备测定，爆破所产生的等效声级超标分贝数为11分贝，峰值噪声超标分贝数为20分贝，当月超标20天。已知，工业噪声超标10～12分贝的，每月税额2 800元；超标16分贝以上的，每月税额11 200元。则下列甲企业当期应缴纳环境保护税的计算中，正确的是{{c1::}}。,11 200＋2 800＝14 000（元）<br>||11 200元<br>||（11 200＋2 800）×50％＝7 000（元）<br>||11 200÷31×20＝7 225.81（元）<br>,2,参考解析：本题考核环境保护税的计算。根据规定，夜间频繁突发和夜间偶然突发厂界超标噪声，按等效声级和峰值噪声两种指标中超标分贝值高的一项计算应纳税额。本题中，由于峰值噪声超标分贝值高，因此按照16分贝以上的税额标准计算。另外，当月超标天数达到15天以上，应全额征收税款。<br>,模拟试卷一,
220210021,根据税收征收管理法律制度的规定，下列关于税务行政复议管辖的表述中，不正确的是{{c1::}}。,对国家税务总局的行政行为不服的，向国家税务总局申请行政复议<br>||对市辖区税务局的行政行为不服的，向市税务局申请行政复议<br>||对税务局的稽查局的行政行为不服的，向其所属税务局申请行政复议<br>||对计划单列市税务局的行政行为不服的，向其所在省的省税务局申请行政复议<br>,4,参考解析：本题考核税务行政复议的管辖。对计划单列市税务局的行政行为不服的，向国家税务总局申请行政复议，选项D的表述错误。<br>,模拟试卷一,
220210022,下列关于纳税信用信息采集实施的表述中，正确的是{{c1::}}。,纳税信用信息采集工作由国家税务总局和省税务机关组织实施，按季度采集<br>||税务管理系统中暂缺的信息不纳入采集<br>||税务内部信息从税务管理系统中采集<br>||通过央视新闻媒体采集的信息可直接使用<br>,3,参考解析：本题考核纳税信用信息采集的实施。选项A错误，纳税信用信息应按月采集；选项B错误，税务管理系统中暂缺的信息由税务机关通过纳税人申报采集；选项D错误，通过新闻媒体或者媒介采集的信息应核实后使用。<br>,模拟试卷一,
220210023,根据税收征收管理法律制度的规定，下列各项中，不适用税收保全措施的财产是{{c1::}}。,纳税人的古董<br>||纳税人的别墅<br>||纳税人的豪华小汽车<br>||纳税人做饭的厨具<br>,4,参考解析：本题考核税收保全措施的范围。个人及其所扶养家属维持生活必需的住房和用品，不在税收保全措施的范围之内。<br>,模拟试卷一,
220210024,下列规范性文件中，属于规章的有{{c1::}}。,国务院发布的《企业财务会计报告条例》<br>||上海市人民政府发布的《上海市旅馆业管理办法》<br>||财政部发布的《金融企业国有资产转让管理办法》<br>||北京市人大常委会发布的《北京市城乡规划条例》<br>,2||3,参考解析：本题考核法律渊源。规章包括部门规章和地方政府规章。选项A属于行政法规；选项B属于地方政府规章；选项C属于部门规章；选项D属于地方性法规。<br>,模拟试卷一,
220210025,根据会计法律制度的规定，单位下列资料中，应当按照会计档案归档的有{{c1::}}。,固定资产卡片<br>||纳税申报表<br>||年度预算方案<br>||年度财务工作计划<br>,1||2,参考解析：本题考核会计档案的范围。选项CD，各单位的预算、计划、制度等文件材料属于文书档案，不属于会计档案。<br>,模拟试卷一,
220210026,对原始凭证发生的错误，正确的更正方法有{{c1::}}。,由出具单位重开或更正<br>||由本单位的会计人员代为更正<br>||金额发生错误的，可由出具单位在原始凭证上更正<br>||金额发生错误的，应当由出具单位重开<br>,1||4,参考解析：本题考核会计凭证。原始凭证有错误的，应当由出具原始凭证的单位重开或更正，更正处应当加盖出具原始凭证单位的印章。原始凭证金额有错误的不得更正，只能由出具原始凭证的单位重开。<br>,模拟试卷一,
220210027,下列各项票据中，可以挂失止付的有{{c1::}}。,已承兑的商业汇票<br>||支票<br>||填明“现金”字样的银行本票<br>||未填明“现金”字样的银行汇票<br>,1||2||3,参考解析：本题考核可以挂失止付的票据。可以挂失止付的票据包括四种：①已承兑的商业汇票；②支票；③填明“现金”字样和代理付款人的银行汇票；④填明“现金”字样的银行本票。<br>,模拟试卷一,
220210028,根据劳动合同法律制度的规定，下列关于非全日制用工的表述中，正确的有{{c1::}}。,双方当事人任何一方都可以随时通知对方终止用工<br>||双方当事人可以约定试用期<br>||劳动报酬结算支付周期最长不得超过15日<br>||双方当事人可以订立口头协议<br>,1||3||4,参考解析：本题考核非全日制用工的相关规定。非全日制用工双方当事人任何一方都可以随时通知对方终止用工，选项A正确；非全日制用工双方当事人不得约定试用期，选项B错误；用人单位可以按小时、日或周为单位结算工资，但非全日制用工劳动报酬结算支付周期最长不得超过15日，选项C正确；非全日制用工双方当事人可以订立口头协议，选项D正确。<br>,模拟试卷一,
220210029,下列失业人员中，应停止领取失业保险金并同时停止享受其他失业保险待遇的有{{c1::}}。,被判刑收监执行的孙某<br>||移居境外的杜某<br>||已享受基本养老保险待遇的陈某<br>||应征服兵役的贾某<br>,1||2||3||4,参考解析：本题考核停止领取失业保险金的情形。根据规定，停止领取失业保险金及其他失业保险待遇的情形：①重新就业的；②应征服兵役的（选项D）；③移居境外的（选项B）；④享受基本养老保险待遇的（选项C）；⑤被判刑收监执行的（选项A）；⑥无正当理由，拒不接受当地人民政府指定部门或者机构介绍的适当工作或者提供的培训的。<br>,模拟试卷一,
220210030,下列关于个人出售房屋的税收政策的说法中，错误的有{{c1::}}。,张某将位于北京市、持有满3年的普通住房出售，以销售收入减去购买住房价款后的差额按照5％的征收率缴纳增值税<br>||钱某将位于重庆市、持有满5年的普通住宅出售，免征增值税<br>||李某家庭名下有两套住宅，将其中一套持有满5年的住宅出售，可以免征个人所得税<br>||赵某将自己持有的一套办公用房出售，暂免征收土地增值税<br>,1||3||4,参考解析：本题考核个人出售房屋的税收政策。根据规定，在北上广深之外的地区，个人将购买不足2年的住房对外销售的，按照5％的征收率全额缴纳增值税；个人将购买2年以上（含2年）的住房对外销售的，免征增值税。在北上广深地区，个人将购买不足2年的住房对外销售的，按照5％的征收率全额缴纳增值税；个人将购买2年以上（含2年）的非普通住房对外销售的，以销售收入减去购买住房价款后的差额按照5％的征收率缴纳增值税；个人将购买2年以上（含2年）的普通住房对外销售的，免征增值税。广州市9个区自2021年4月21日起，上海市自2021年1月22日起，深圳市自2020年7月15日起，将个人住房转让增值税免征年限由2年调整到5年。本题中，选项A是北京的普通住宅，而且持有满2年，因此可以免征增值税；选项B位于北、上、广、深之外的地区，持有满2年即可免征增值税；个人转让自用达5年以上，并且是唯一的家庭生活用房取得的所得，暂免征收个人所得税，选项C中刘某出售的并非是“唯一”住房，因此不得免征个人所得税；自2008年11月1日起，对居民个人转让住房一律免征土地增值税，因此选项D中的赵某持有的“非住宅”是不能免税的。<br>,模拟试卷一,
220210031,根据企业所得税法律制度的规定，下列保险费可以税前扣除的有{{c1::}}。,企业参加财产保险，按规定缴纳的保险费<br>||企业为投资者支付的商业保险费<br>||企业为职工支付的商业保险费<br>||企业依照有关规定为特殊工种职工支付的人身安全保险费<br>,1||4,参考解析：本题考核企业所得税的扣除项目。企业为投资者或者职工支付的商业保险费不得扣除。注意商业保险费中，如果是为特殊工种职工支付的人身安全保险费和国务院财政、税务主管部门规定可以扣除的其他商业保险费是可以在税前扣除的。<br>,模拟试卷一,
220210032,根据个人所得税法律制度的规定，下列各项中，免征个人所得税的有{{c1::}}。,个人从出版社取得出版、发表小说的报酬<br>||省级人民政府颁发的教育方面的奖金<br>||按国家统一规定发给职工的退休工资<br>||按国务院规定发给的政府特殊津贴<br>,2||3||4,参考解析：本题考核个人所得税税收优惠。选项A，应按照个人所得税法规定的“综合所得”中稿酬所得项目缴纳个人所得税。<br>,模拟试卷一,
220210033,根据税收征收管理法律制度的规定，税务机关在实施税务检查时，可以采取的措施有{{c1::}}。,检查纳税人会计资料<br>||检查纳税人货物存放地的应纳税商品<br>||检查纳税人托运、邮寄应纳税商品的单据、凭证<br>||经法定程序批准，查询纳税人在银行的存款账户<br>,1||2||3||4,参考解析：本题考核税务机关税务检查中的职权范围。税务检查中税务机关主要有6项权利：查账权、场地检查权、责成提供资料权、询问权、交通邮政检查权、存款账户检查权。<br>,模拟试卷一,
220210034,某清真寺是由信教群众捐助所设立，并登记取得法人资格，该清真寺属于我国的特别法人。{{c1::}},对<br>||错<br>,2,参考解析：本题考核法人的类型。宗教活动场所法人是指取得捐助法人资格的宗教活动场所，如寺院、宫观、清真寺、教堂等，属于“非营利法人”。<br>,模拟试卷一,
220210035,根据刑事法律制度的规定，已满12周岁不满18周岁的人犯罪，应当从轻或者减轻处罚。{{c1::}},对<br>||错<br>,1,参考解析：<br>,模拟试卷一,
220210036,国有企业应当至少每两年一次向本企业的职工代表大会公布财务会计报告。{{c1::}},对<br>||错<br>,2,参考解析：本题考核财务会计报告的发布。国有企业、国有控股的或者占主导地位的企业，应当至少每年一次向本企业的职工代表大会公布财务会计报告。<br>,模拟试卷一,
220210037,通过手机银行受理个人银行账户开户申请的，银行可为申请人开立Ⅱ类和Ⅲ类账户。{{c1::}},对<br>||错<br>,1,参考解析：本题考核个人银行结算账户的开立。通过网上银行和手机银行等电子渠道受理银行账户开户申请的，银行可为开户申请人开立Ⅱ类户或Ⅲ类户。<br>,模拟试卷一,
220210038,汇出银行向汇款人签发的汇款回单是银行将款项确已转入收款人账户的凭据。{{c1::}},对<br>||错<br>,2,参考解析：本题考核汇兑业务的办理。汇款回单只能作为汇出银行受理汇款的依据，不能作为该笔汇款已经转入收款人账户的证明。<br>,模拟试卷一,
220210039,增值税年应税销售额，是指纳税人在连续不超过12个月或四个季度的经营期内累计应征增值税销售额，包括纳税申报销售额、稽查查补销售额，但不包括纳税评估调整销售额。{{c1::}},对<br>||错<br>,2,参考解析：本题考核增值税纳税人应征增值税销售额的范围。年应税销售额，是指纳税人在连续不超过12个月或4个季度的经营期内累计应征增值税销售额，包括纳税申报销售额、稽查查补销售额、“纳税评估调整销售额”。<br>,模拟试卷一,
220210040,个人通过网络收购玩家的虚拟货币，加价后向他人出售取得的收入，不征收个人所得税。{{c1::}},对<br>||错<br>,2,参考解析：本题考核财产转让所得的范围。个人通过网络收购玩家的虚拟货币，加价后向他人出售取得的收入，属于个人所得税应税所得，应按照“财产转让所得”项目计算缴纳个人所得税。<br>,模拟试卷一,
220210041,用人单位违章指挥，强令冒险作业危及劳动者人身安全，劳动者可以立即解除劳动合同，无需通知用人单位。{{c1::}},对<br>||错<br>,1,参考解析：本题考核劳动合同解除的相关规定。题目所述情况属于劳动者单方解除中的“立即解除”。<br>,模拟试卷一,
220210042,城镇土地使用税的税率适用有幅度的差别税额（定额税率），其每个幅度税额的差距为30倍。{{c1::}},对<br>||错<br>,2,参考解析：本题考核城镇土地使用税的税率。城镇土地使用税的税率适用有幅度的差别税额（定额税率），每个幅度税额的差距为20倍。<br>,模拟试卷一,
220210043,欠缴税款、滞纳金的纳税人或者其法定代表人需要出境的，税务机关可以责令其提供纳税担保。{{c1::}},对<br>||错<br>,1,参考解析：本题考核纳税担保的情形。注意纳税担保的措施与税收保全措施的衔接。<br>,模拟试卷一,
220210044,,,,参考解析：<br>,模拟试卷一,
220210045,关于张某和王某工作交接的下列表述中，正确的是{{c1::}}。,张某和王某交接工作应由孙某监交<br>||张某、王某和监交人应在移交清册上签名或者盖章<br>||张某对需要移交的遗留问题，应当写出书面材料<br>||王某应按移交清册逐项核对点收<br>,1||2||3||4,参考解析：选项A，会计机构负责人（会计主管人员）办理交接手续，由单位负责人监交，必要时，主管单位可以派人会同监交；选项B，交接完毕后，交接双方和监交人要在移交清册上签名或者盖章；选项C，会计机构负责人（会计主管人员）移交时，必须将全部财务会计工作、重大财务收支和会计人员的情况等，向接替人员详细介绍，对需要移交的遗留问题，应当写出书面材料；选项D，移交人员在办理移交时，要按移交清册逐项移交；接替人员要逐项核对点收。<br>,模拟试卷一,2021年9月，甲公司会计机构负责人张某因故离职，甲公司聘用王某担任会计机构负责人，与张某交接会计工作。<br>王某任职后，发现公司会计人员吴某负责出纳和会计档案保管；周某负责财产物资核算和成本费用核算；郑某负责财务成果核算和总账报表编制；李某负责往来核算和稽核。王某依照企业内部控制要求对相关人员进行了岗位调整，并向单位负责人孙某进行了汇报。<br>2021年11月5日，周某依据职责对下列原始凭证进行了审核，并作出了相应处理：<br>序号<br>凭证类型<br>开具单位<br>项目<br>审核情况<br>1<br>限额领料单<br>甲公司仓储部门<br>领用原材料<br>记载内容不准确<br>2<br>增值税专用发票<br>乙公司<br>购进办公用品<br>品名及金额错误<br>3<br>入库单<br>甲公司仓储部门<br>材料入库<br>记载内容不完整<br>4<br>火车票<br>中国国家铁路集团有限公司<br>交通费<br>审核无误<br>要求：根据上述资料，不考虑其他因素，分析回答下列小题。<br>
220210046,王某的下列资历中，符合会计机构负责人任职资格要求的是{{c1::}}。,具有2年会计工作经历<br>||具有经济师专业技术职务资格<br>||具有税务师职业资格<br>||具有会计师专业技术职务资格<br>,4,参考解析：担任单位会计机构负责人（会计主管人员）的，应当具备会计师以上专业技术职务资格“或者”从事会计工作3年以上经历。<br>,模拟试卷一,2021年9月，甲公司会计机构负责人张某因故离职，甲公司聘用王某担任会计机构负责人，与张某交接会计工作。<br>王某任职后，发现公司会计人员吴某负责出纳和会计档案保管；周某负责财产物资核算和成本费用核算；郑某负责财务成果核算和总账报表编制；李某负责往来核算和稽核。王某依照企业内部控制要求对相关人员进行了岗位调整，并向单位负责人孙某进行了汇报。<br>2021年11月5日，周某依据职责对下列原始凭证进行了审核，并作出了相应处理：<br>序号<br>凭证类型<br>开具单位<br>项目<br>审核情况<br>1<br>限额领料单<br>甲公司仓储部门<br>领用原材料<br>记载内容不准确<br>2<br>增值税专用发票<br>乙公司<br>购进办公用品<br>品名及金额错误<br>3<br>入库单<br>甲公司仓储部门<br>材料入库<br>记载内容不完整<br>4<br>火车票<br>中国国家铁路集团有限公司<br>交通费<br>审核无误<br>要求：根据上述资料，不考虑其他因素，分析回答下列小题。<br>
220210047,甲公司会计人员的下列岗位设置中，王某应予以调整的是{{c1::}}。,郑某兼任财务成果核算和总账报表编制<br>||吴某兼任出纳和会计档案保管<br>||周某兼任财产物资核算和成果费用核算<br>||李某兼任往来核算和稽核<br>,2,参考解析：选项B，出纳人员不得兼任（兼管）稽核、会计档案保管和收入、支出、费用、债权债务账目的登记工作。<br>,模拟试卷一,2021年9月，甲公司会计机构负责人张某因故离职，甲公司聘用王某担任会计机构负责人，与张某交接会计工作。<br>王某任职后，发现公司会计人员吴某负责出纳和会计档案保管；周某负责财产物资核算和成本费用核算；郑某负责财务成果核算和总账报表编制；李某负责往来核算和稽核。王某依照企业内部控制要求对相关人员进行了岗位调整，并向单位负责人孙某进行了汇报。<br>2021年11月5日，周某依据职责对下列原始凭证进行了审核，并作出了相应处理：<br>序号<br>凭证类型<br>开具单位<br>项目<br>审核情况<br>1<br>限额领料单<br>甲公司仓储部门<br>领用原材料<br>记载内容不准确<br>2<br>增值税专用发票<br>乙公司<br>购进办公用品<br>品名及金额错误<br>3<br>入库单<br>甲公司仓储部门<br>材料入库<br>记载内容不完整<br>4<br>火车票<br>中国国家铁路集团有限公司<br>交通费<br>审核无误<br>要求：根据上述资料，不考虑其他因素，分析回答下列小题。<br>
220210048,周某对原始凭证作出的下列处理措施中，正确的是{{c1::}}。,将3号凭证退回经办人要求补充<br>||对4号凭证予以受理<br>||将2号凭证退回经办人，要求乙公司重开<br>||对1号凭证予以接受，对不准确的项目自行更正，并在更正处加盖印章<br>,1||2||3,参考解析：选项AD，会计机构、会计人员必须按照国家统一的会计制度的规定对原始凭证进行审核，对记载不准确、不完整的原始凭证予以退回，并要求按照国家统一的会计制度的规定更正、补充；选项C，原始凭证金额有错误的，应当由出具单位重开或者更正。<br>,模拟试卷一,2021年9月，甲公司会计机构负责人张某因故离职，甲公司聘用王某担任会计机构负责人，与张某交接会计工作。<br>王某任职后，发现公司会计人员吴某负责出纳和会计档案保管；周某负责财产物资核算和成本费用核算；郑某负责财务成果核算和总账报表编制；李某负责往来核算和稽核。王某依照企业内部控制要求对相关人员进行了岗位调整，并向单位负责人孙某进行了汇报。<br>2021年11月5日，周某依据职责对下列原始凭证进行了审核，并作出了相应处理：<br>序号<br>凭证类型<br>开具单位<br>项目<br>审核情况<br>1<br>限额领料单<br>甲公司仓储部门<br>领用原材料<br>记载内容不准确<br>2<br>增值税专用发票<br>乙公司<br>购进办公用品<br>品名及金额错误<br>3<br>入库单<br>甲公司仓储部门<br>材料入库<br>记载内容不完整<br>4<br>火车票<br>中国国家铁路集团有限公司<br>交通费<br>审核无误<br>要求：根据上述资料，不考虑其他因素，分析回答下列小题。<br>
